riga,colonna,x,y
0,0,452.8754,1.081720973685113
0,0,453.8396,1.0674610385563315
0,0,455.7681,1.068736030695988
0,0,456.7323,1.0656396212139652
0,0,458.6608,1.0628839930411604
0,0,459.625,1.0729252905834286
0,0,461.5535,1.0851464133967221
0,0,462.5177,1.0920384215986423
0,0,464.4462,1.0830077169043966
0,0,465.4104,1.0338882040586574
0,0,467.3389,0.9828532652335285
0,0,468.3031,0.8805542415305203
0,0,470.2316,0.8437968644536125
0,0,471.1958,0.7883552707679199
0,0,473.1243,0.7693008951508473
0,0,474.0885,0.7260921753580769
0,0,476.017,0.6848106326243265
0,0,476.9812,0.5728522214669634
0,0,478.9097,0.5429633504327217
0,0,479.8739,0.580255401632709
0,0,481.8024,0.594245061930042
0,0,482.7666,0.5654666679206607
0,0,484.6951,0.5486156197338691
0,0,485.6593,0.5499376161920383
0,0,487.5878,0.560919000104561
0,0,488.552,0.6005495161505542
0,0,490.4805,0.6211902875174286
0,0,491.4447,0.5945153367614905
0,0,493.3732,0.5551844732460154
0,0,494.3374,0.5274460497837263
0,0,496.2659,0.5469763441257405
0,0,497.2301,0.594133426673574
0,0,499.1586,0.6090572978013474
0,0,500.1228,0.6567196767731923
0,0,502.0513,0.7043879312848532
0,0,503.0156,0.8101358968587276
0,0,504.944,0.8597783327479209
0,0,505.9083,0.9519302991920071
0,0,507.8367,0.9960262254967035
0,0,508.801,1.0742472870415978
0,0,510.7294,1.094723543293679
0,0,511.6937,1.0853050529717028
0,0,513.6221,1.1242305042400076
0,0,514.5864,1.3505562978785046
0,0,516.5148,1.4902590080379694
0,0,517.4791,1.8005286390002793
0,0,519.4075,1.9692623913811311
0,0,520.3718,2.3338043836061306
0,0,522.3002,2.5273094118431594
0,0,523.2645,2.925459491804717
0,0,525.1929,3.1303806939005083
0,0,526.1572,3.6527808143104923
0,0,528.0856,3.9583323868020934
0,0,529.0499,4.181115229932699
0,0,530.9783,4.053128346162515
0,0,531.9426,3.7471302326450453
0,0,533.871,3.6463294715946284
0,0,534.8353,3.414380786354052
0,0,536.7637,3.2220508660798406
0,0,537.728,2.804188350042033
0,0,539.6564,2.6333335277882965
0,0,540.6207,2.3463486611091997
0,0,542.5491,2.212991533948945
0,0,543.5134,1.9485041092179747
0,0,545.4418,1.8120153193368131
0,0,546.4061,1.5287085405813328
0,0,548.3345,1.3781595839250702
0,0,549.2988,1.0283710721732335
0,0,551.2272,0.8913828614078751
0,0,552.1915,0.7762927875296067
0,0,554.1199,0.7485249863682478
0,0,555.0842,0.6663614376081045
0,0,557.0126,0.6128528965212445
0,0,557.9769,0.49468403978039593
0,0,559.9053,0.43522357686187035
0,0,560.8696,0.32540386219683454
0,0,562.798,0.2753795162197281
0,0,563.7623,0.2630643847694093
0,0,565.6907,0.30925200324792035
0,0,566.655,0.36986407197000615
0,0,568.5834,0.364969747304874
0,0,569.5477,0.32321816138599635
0,0,571.4761,0.2832821172696706
0,0,572.4404,0.20915630697519164
0,0,574.3688,0.20881552566597517
0,0,575.3331,0.25155420227361824
0,0,577.2615,0.27864631635635845
0,0,578.2258,0.3406097592356832
0,0,580.1542,0.3677430020971217
0,0,581.1185,0.40915968224659555
0,0,583.0469,0.42812004922664465
0,0,584.0112,0.46716888683104274
0,0,585.9396,0.48245704142728796
0,0,586.9039,0.5032740789885873
0,0,588.8323,0.5108006454904278
0,0,589.7966,0.525847902954296
0,0,591.725,0.5252074691145613
0,0,592.6893,0.48373790910675896
0,0,594.6177,0.4503765940423922
0,0,595.582,0.3750521736258405
0,0,597.5104,0.33508087627063077
0,0,598.4747,0.354669926010786
0,0,600.4031,0.4315924932567664
0,0,601.3674,0.4411813742333518
0,0,603.2958,0.35261348707585694
0,0,604.2601,0.25223576489205285
0,0,606.1885,0.27963340704512385
0,0,607.1528,0.3615736852923329
0,0,609.0812,0.3845235438061436
0,0,610.0455,0.4021619143280235
0,0,611.9739,0.3972323364240074
0,0,612.9382,0.3736537951500889
0,0,614.8666,0.3690885007145464
0,0,615.8309,0.35992265860457573
0,0,617.7593,0.3372724526212832
0,0,618.7236,0.2586694809884742
0,0,620.652,0.25690681904424906
0,0,621.6163,0.3799876270696708
0,0,623.5447,0.4116567866675821
0,0,624.509,0.2985878984853587
0,0,626.4375,0.23513206849325563
0,0,627.4017,0.20435599094708634
0,0,629.3302,0.19889761445980186
0,0,630.2944,0.16789826640069666
0,0,632.2229,0.14266869843902263
0,0,633.1871,0.03197940388150195
0,0,635.1156,-0.04110643586588314
0,0,636.0798,-0.061723705073502076
0,0,638.0083,-0.004313805550091268
0,0,638.9725,0.057079709967266835
0,0,640.901,0.060957566244562125
0,0,641.8652,0.021332925738383156
0,0,643.7937,-0.04221103735093078
0,0,644.7579,-0.10690073070399063
0,0,646.6864,-0.07714699708547074
0,0,647.6506,-0.015389198099639043
0,0,649.5791,-0.020001496853694112
0,0,650.5433,-0.06026657119960941
0,0,652.4718,-0.08178279799878291
0,0,653.436,-0.11150715391823142
0,0,655.3645,-0.053832855103188096
0,0,656.3287,0.21985566497663894
0,0,658.2572,0.2471651740324991
0,0,659.2214,0.04388912308465057
0,0,661.1499,-0.017445637034568088
0,0,662.1141,0.004199851640516205
0,0,664.0426,0.03149173407693353
0,0,665.0068,0.09102857901304305
0,0,666.9353,0.1209056989676578
0,0,667.8995,0.18701727295572465
0,0,669.828,0.21768759078524194
0,0,670.7922,0.24445655017820683
0,0,672.7207,0.25571408446199057
0,0,673.6849,0.31562696394620054
0,0,675.6134,0.36505788040208487
0,0,676.5776,0.5147078794667928
0,0,678.5061,0.6088927826865527
0,0,679.4703,0.677683602829842
0,0,681.3988,0.6266192863056433
0,0,682.363,0.6420367027777977
0,0,684.2915,0.7448292718251902
0,0,685.2557,0.9569010058747215
0,0,687.1842,1.075839558331214
0,0,688.1484,1.2630753855866146
0,0,690.0769,1.3516315216644825
0,0,691.0411,1.4402111599016059
0,0,692.9696,1.405087182893014
0,0,693.9338,1.241059737903244
0,0,695.8623,1.1458054864373222
0,0,696.8265,0.9251672153388565
0,0,698.755,0.8021686648708313
0,0,699.7192,0.5310536312295732
0,0,701.6477,0.4138483630182345
0,0,702.6119,0.19735234748869837
0,0,704.5404,0.12407261492744875
0,0,705.5046,0.07042893642486528
0,0,707.4331,0.051774097515150275
0,0,708.3973,0.051286427710581846
0,0,710.3258,0.028718479284685877
0,0,711.29,-0.18144957986508267
0,0,713.2185,-0.2679786547070913
0,0,714.1827,-0.18673169015794377
0,0,716.1112,-0.1057667515198716
0,0,717.0754,-0.06435594691021206
0,0,719.0039,-0.08121874617663054
0,0,719.9681,-0.12547331205630907
0,0,721.8966,-0.1525654261390476
0,0,722.8608,-0.23956454416618353
0,0,724.7893,-0.29813192503296715
0,0,725.7535,-0.2766156982337936
0,0,727.682,-0.16480417557178415
0,0,728.6462,-0.1030346255063239
0,0,730.5747,-0.21949957570108675
0,0,731.5389,-0.3962886931670474
0,0,733.4674,-0.4251669713532682
0,0,734.4316,-0.42714702827061496
0,0,736.3601,-0.38439660058334163
0,0,737.3243,-0.3014986093464369
0,0,739.2528,-0.26971781449205934
0,0,740.217,-0.2453049465645417
0,0,742.1455,-0.2747002722544023
0,0,743.1097,-0.36692862071607246
0,0,745.0382,-0.3798371816876134
0,0,746.0024,-0.3460058234381211
0,0,747.9309,-0.3571047181469243
0,0,748.8951,-0.47292923450195246
0,0,750.8236,-0.4959907282722312
0,0,751.7878,-0.39348018513591576
0,0,753.7163,-0.3625865967934642
0,0,754.6805,-0.3667464789818348
0,0,756.609,-0.3856480905637429
0,0,757.5732,-0.49700719666006793
0,0,759.5017,-0.5399515171612042
0,0,760.4659,-0.5136467254135522
0,0,762.3944,-0.48200106797489806
0,0,763.3586,-0.44228829437150824
0,0,765.2871,-0.43185333566169515
0,0,766.2513,-0.42763469807518334
0,0,768.1798,-0.43269353785510856
0,0,769.144,-0.4568302554113652
0,0,771.0725,-0.47116069701791474
0,0,772.0367,-0.4813018787370223
0,0,773.9652,-0.4779763232022508
0,0,774.9294,-0.4338098904197848
0,0,776.8579,-0.39134736418340277
0,0,777.8221,-0.3968409939095712
0,0,779.7506,-0.46922176887926625
0,0,780.7148,-0.5257092086518654
0,0,782.6433,-0.45440953300796255
0,0,783.6075,-0.3563761512099771
0,0,785.536,-0.38907940581516637
0,0,786.5002,-0.4916839575885086
0,0,788.4287,-0.5587238668672013
0,0,789.3929,-0.6194123176068711
0,0,791.3215,-0.5547049976343684
0,0,792.2857,-0.3856187128646715
0,0,794.2142,-0.34296816935423924
0,0,795.1784,-0.3212580497412012
0,0,797.1069,-0.3330855113869499
0,0,798.0711,-0.35620576055536973
0,0,799.9996,-0.3125446241969149
0,0,800.9638,-0.13707750318912357
0,0,802.8923,-0.11255300000513795
0,0,803.8565,-0.24885964815206335
0,0,805.785,-0.2883550267823332
0,0,806.7492,-0.23438819358997443
0,0,808.6777,-0.170115663563715
0,0,809.6419,-0.015254060683915646
0,0,811.5704,0.11314411087325293
0,0,812.5346,0.5477812930802699
0,0,814.4631,0.7959053394290174
0,0,815.4273,1.1548009378926838
0,0,817.3558,1.397125826444932
0,0,818.32,2.386572606676415
0,0,820.2485,3.0208547562261767
0,0,821.2127,4.459369044448067
0,0,823.1412,5.121383741920305
0,0,824.1054,5.399496543480134
0,0,826.0339,5.0689034203009085
0,0,826.9981,4.081924366791341
0,0,828.9266,3.4305855251612947
0,0,829.8908,2.3791400488115997
0,0,831.8193,1.9788571478975292
0,0,832.7835,1.4275082428235581
0,0,834.712,1.287576386611343
0,0,835.6762,1.0126775053298163
0,0,837.6047,0.8393667074337934
0,0,838.5689,0.6374185284839283
0,0,840.4974,0.6575069991082806
0,0,841.4616,0.746915088459189
0,0,843.3901,0.7599294091473835
0,0,844.3543,0.824542720482861
0,0,846.2828,0.8955603702156886
0,0,847.247,1.1977511339336342
0,0,849.1755,1.4895539432602793
0,0,850.1397,2.2877225248442734
0,0,852.0682,2.805762994712206
0,0,853.0324,3.882943335447588
0,0,854.9609,4.25056998607498
0,0,855.9251,4.595446546542244
0,0,857.8536,4.482271898643363
0,0,858.8178,3.7524946004953033
0,0,860.7463,3.3054541537407567
0,0,861.7105,2.312282281267143
0,0,863.639,1.8947370443792964
0,0,864.6032,1.2817713532750294
0,0,866.5317,1.0466792542339176
0,0,867.4959,0.7097640502147394
0,0,869.4244,0.5518471666316154
0,0,870.3886,0.17442599113414475
0,0,872.3171,0.02806629436532266
0,0,873.2813,-0.06261091158542809
0,0,875.2098,-0.07159461196116282
0,0,876.174,-0.09494400718232945
0,0,878.1025,-0.09983833184746155
0,0,879.0667,-0.05913846755530466
0,0,880.9952,-0.0382039191977247
0,0,881.9594,-0.05426764504942968
0,0,883.8879,-0.08932699112006615
0,0,884.8521,-0.21394719057677883
0,0,886.7806,-0.289259859913702
0,0,887.7448,-0.39818061698718166
0,0,889.6733,-0.4353962861695882
0,0,890.6375,-0.502618337182517
0,0,892.566,-0.5346047759303876
0,0,893.5302,-0.5939594791322612
0,0,895.4587,-0.6231197832295573
0,0,896.4229,-0.6168329556284879
0,0,898.3514,-0.565128205264553
0,0,899.3156,-0.5168958989307397
0,0,901.2441,-0.544023266252364
0,0,902.2083,-0.5329596247824447
0,0,904.1368,-0.45764107990570724
0,0,905.101,-0.38148233283555627
0,0,907.0295,-0.43168882054690033
0,0,907.9937,-0.4917368374468354
0,0,909.9222,-0.4531815451868184
0,0,910.8864,-0.36098844996403384
0,0,912.8149,-0.35580034830819784
0,0,913.7791,-0.3107525845536184
0,0,915.7076,-0.2078483802497597
0,0,916.6718,0.02747874038391484
0,0,918.6003,0.10374324717071945
0,0,919.5645,0.16526014902417407
0,0,921.493,0.12844401654912674
0,0,922.4572,-0.049766981551842567
0,0,924.3857,-0.14440430133728516
0,0,925.3499,-0.34490122195307343
0,0,927.2784,-0.40954978652743335
0,0,928.2426,-0.4571181568622548
0,0,930.1711,-0.46974469192272034
0,0,931.1353,-0.456601109358615
0,0,933.0638,-0.46268816860600553
0,0,934.028,-0.5565205394369204
0,0,935.9565,-0.5546109889973433
0,0,936.9207,-0.3282264399607035
0,0,938.8492,-0.2736367995480529
0,0,939.8134,-0.43252314720050117
0,0,941.7419,-0.5041165998351096
0,0,942.7061,-0.5514440730375523
0,0,944.6346,-0.5486120628471636
0,0,945.5988,-0.46728284074061943
0,0,947.5273,-0.42553125482174176
0,0,948.4915,-0.3895553245401079
0,0,950.42,-0.3807126371199125
0,0,951.3842,-0.37840942551279044
0,0,953.3127,-0.36875591359825133
0,0,954.2769,-0.30190402159360874
0,0,956.2054,-0.25211469720906515
0,0,957.1697,-0.12448034582772773
0,0,959.0981,-0.059156094174747494
0,0,960.0624,0.06290824546283917
0,0,961.9908,0.11379629579261615
0,0,962.9551,0.164237805096523
0,0,964.8835,0.16198747334772942
0,0,965.8478,0.07085197529147998
0,0,967.7762,-0.0009412456968072369
0,0,968.7405,-0.048227590120551674
0,0,970.6689,-0.042216912890745056
0,0,971.6332,-0.19981064178409377
0,0,973.5616,-0.3518989898716455
0,0,974.5259,-0.5455685332234674
0,0,976.4543,-0.5819381246726463
0,0,977.4186,-0.6562225745421041
0,0,979.347,-0.7001422346523788
0,0,980.3113,-0.7542500808002736
0,0,982.2397,-0.7572466061054571
0,0,983.204,-0.7669118690996232
0,0,985.1324,-0.7833575050392428
0,0,986.0967,-0.788810005986713
0,0,988.0251,-0.7614887458512244
0,0,988.9894,-0.7581044349183118
0,0,990.9178,-0.8149972869380844
0,0,991.8821,-0.904522887085275
0,0,993.8105,-0.9042526122538265
0,0,994.7748,-0.8844696696998068
0,0,996.7032,-0.8754800937842594
0,0,997.6675,-0.8616666996813497
0,0,999.5959,-0.8575538218114915
0,0,1000.56,-0.8527711324028274
0,0,1002.489,-0.8586290455974678
0,0,1003.453,-0.8831946775601517
0,0,1005.381,-0.8995463048627463
0,0,1006.346,-0.9289181283933498
0,0,1008.274,-0.934053350190859
0,0,1009.238,-0.9210331539628501
0,0,1011.167,-0.9009505588783121
0,0,1012.131,-0.8532294245083245
0,0,1014.059,-0.8402386059793869
0,0,1015.024,-0.827729581715202
0,0,1016.952,-0.8182464604552719
0,0,1017.916,-0.7943036357128815
0,0,1019.845,-0.7786629487277913
0,0,1020.809,-0.7531689814744831
0,0,1022.738,-0.7570468377517784
0,0,1023.702,-0.7919181665483629
0,0,1025.63,-0.8244099017202448
0,0,1026.594,-0.907043493665517
0,0,1028.523,-0.9114207708270092
0,0,1029.487,-0.8425476931263216
0,0,1031.416,-0.8445218745038542
0,0,1032.38,-0.9546236150799653
0,0,1034.308,-0.9816569737645627
0,0,1035.273,-0.9321261731318391
0,0,1037.201,-0.9068672274710936
0,0,1038.165,-0.8901806943990969
0,0,1040.094,-0.8729771138234602
0,0,1041.058,-0.7961015508959907
0,0,1042.986,-0.7639740991925824
0,0,1043.951,-0.7212412981247519
0,0,1045.879,-0.7282860703618381
0,0,1046.843,-0.8635116191829714
0,0,1048.772,-0.8994346696062784
0,0,1049.736,-0.776841531385425
0,0,1051.665,-0.6960352323223333
0,0,1052.629,-0.6250939646070898
0,0,1054.557,-0.5739943948440038
0,0,1055.521,-0.3235671368881359
0,0,1057.45,-0.17672564585455966
0,0,1058.414,0.1839091123940748
0,0,1060.343,0.31103816735140094
0,0,1061.307,0.27578492846689995
0,0,1063.235,0.16461383964462512
0,0,1064.2,-0.23834243188485366
0,0,1066.128,-0.44201801954005976
0,0,1067.092,-0.6290364518223388
0,0,1069.021,-0.6573036738678947
0,0,1069.985,-0.6973278510814329
0,0,1071.913,-0.7076217968357067
0,0,1072.878,-0.6786318833930179
0,0,1074.806,-0.6580028631057704
0,0,1075.77,-0.7087440249401972
0,0,1077.699,-0.7563300218944597
0,0,1078.663,-0.7629047509464187
0,0,1080.592,-0.7323519439131837
0,0,1081.556,-0.674895040071262
0,0,1083.484,-0.649160175685575
0,0,1084.448,-0.617150234778449
0,0,1086.377,-0.6095355351793961
0,0,1087.341,-0.5639354706822928
0,0,1089.27,-0.5240523064242939
0,0,1090.234,-0.4187038775577755
0,0,1092.162,-0.35208113160588306
0,0,1093.127,-0.21072739475866104
0,0,1095.055,-0.14055582275906126
0,0,1096.019,-0.10841074443621014
0,0,1097.948,-0.14462757185022107
0,0,1098.912,-0.2394117801310173
0,0,1100.84,-0.2985197106606978
0,0,1101.805,-0.40195271354782325
0,0,1103.733,-0.4496973500770664
0,0,1104.697,-0.5372017645282136
0,0,1106.626,-0.5762564776724259
0,0,1107.59,-0.6214570054621715
0,0,1109.519,-0.6201056313049326
0,0,1110.483,-0.642732335128968
0,0,1112.411,-0.6782440977652889
0,0,1113.375,-0.6928213120440299
0,0,1115.304,-0.6569276393197941
0,0,1116.268,-0.6255463811727742
0,0,1118.197,-0.6449121603999936
0,0,1119.161,-0.673578919152907
0,0,1121.089,-0.6723215536326931
0,0,1122.054,-0.7012703382966818
0,0,1123.982,-0.7480572618362293
0,0,1124.946,-0.7782046566222925
0,0,1126.875,-0.7302191229606724
0,0,1127.839,-0.6880033693964817
0,0,1129.767,-0.7258183436399229
0,0,1130.732,-0.7844209777455923
0,0,1132.66,-0.7924293385121884
0,0,1133.624,-0.7893094268709101
0,0,1135.553,-0.7605369084013429
0,0,1136.517,-0.7674582943023344
0,0,1138.446,-0.8500096286902084
0,0,1139.41,-0.9539303013819038
0,0,1141.338,-0.9295174334543862
0,0,1142.302,-0.856578482202353
0,0,1144.231,-0.8180878208802914
0,0,1145.195,-0.7811483020691476
0,0,1147.124,-0.796812491213495
0,0,1148.088,-0.8389694893795445
0,0,1150.016,-0.8491988041958646
0,0,1150.981,-0.8938587823227133
0,0,1152.909,-0.9581900677471139
0,0,1153.873,-1.0450540483585247
0,0,1155.802,-1.0214813826244222
0,0,1156.766,-0.9695298595882959
0,0,1158.694,-0.9808696514294761
0,0,1159.659,-1.0047419696940985
0,0,1161.587,-0.9889426431340278
0,0,1162.551,-0.9589010080646182
0,0,1164.48,-0.9684546358023179
0,0,1165.444,-0.9878086639499087
0,0,1167.373,-0.9847533832465857
0,0,1168.337,-0.9611807175124831
0,0,1170.265,-0.9301108629756083
0,0,1171.229,-0.8749630462806196
0,0,1173.158,-0.8691286352452346
0,0,1174.122,-0.8831946775601517
0,0,1176.051,-0.9069729871877473
0,0,1177.015,-0.9761750951180228
0,0,1178.943,-1.021399125067024
0,0,1179.908,-1.0632564707025554
0,0,1181.836,-1.0109112864988856
0,0,1182.8,-0.8835119567101127
0,0,1184.729,-0.8723014267448399
0,0,1185.693,-0.9165736192439596
0,0,1187.621,-0.9592652915330918
0,0,1188.586,-1.0373570912020753
0,0,1190.514,-1.0485382434682766
0,0,1191.478,-1.0300067908946566
0,0,1193.407,-1.0006643450631245
0,0,1194.371,-0.9431663124425028
0,0,1196.3,-0.9410276159501756
0,0,1197.264,-0.9689834343855847
0,0,1199.192,-0.9921448123327027
0,0,1200.156,-1.0284909016226227
