riga,colonna,x,y
0,0,433.5907,-0.09522838357693339
0,0,435.5192,-0.02402551840666887
0,0,436.4834,0.04723124149446229
0,0,438.4119,-0.02467542545535242
0,0,439.3761,-0.15217926271131402
0,0,441.3046,-0.1426589170176742
0,0,442.2688,-0.06543093796437188
0,0,444.1973,-0.061507718585125125
0,0,445.1615,-0.13074184093962105
0,0,447.09,-0.14461022330286732
0,0,448.0542,-0.10480420914058236
0,0,449.9827,-0.06866303667721416
0,0,450.9469,0.0795807611274625
0,0,452.8754,0.14021391849133533
0,0,453.8396,0.1314750463952578
0,0,455.7681,0.11483584080982125
0,0,456.7323,0.23222649033261225
0,0,458.6608,0.32005587997516877
0,0,459.625,0.3010579873447537
0,0,461.5535,0.21659701838134912
0,0,462.5177,0.20330879694448792
0,0,464.4462,0.30752059963129574
0,0,465.4104,0.3836611732324102
0,0,467.3389,0.250775788585521
0,0,468.3031,0.038717459156709745
0,0,470.2316,0.09601231348515066
0,0,471.1958,0.22028722230655612
0,0,473.1243,0.18216621105341838
0,0,474.0885,0.027432853596765817
0,0,476.017,0.017048607070120653
0,0,476.9812,0.13701352256135557
0,0,478.9097,0.14835994854788095
0,0,479.8739,-0.053811868045227196
0,0,481.8024,-0.1272022252330119
0,0,482.7666,-0.0976552316050656
0,0,484.6951,-0.08987061327315238
0,0,485.6593,-0.2390448877548467
0,0,487.5878,-0.32825651873021333
0,0,488.552,-0.37227107731750897
0,0,490.4805,-0.34328205266794476
0,0,491.4447,-0.23519141449789727
0,0,493.3732,-0.16875664787016914
0,0,494.3374,-0.16614750884057652
0,0,496.2659,-0.23889271439710633
0,0,497.2301,-0.3083836292927909
0,0,499.1586,-0.2696206366866855
0,0,500.1228,-0.14217703471816284
0,0,502.0513,-0.03593625392814861
0,0,503.0156,0.11001701781470549
0,0,504.944,0.07888805532191437
0,0,505.9083,-0.053242803092844175
0,0,507.8367,-0.09662806144031673
0,0,508.801,-0.12227244249787672
0,0,510.7294,-0.09423133105590341
0,0,511.6937,0.06424453991767805
0,0,513.6221,0.13281448897120335
0,0,514.5864,0.21807119778445955
0,0,516.5148,0.23515424232997378
0,0,517.4791,0.17652470084301822
0,0,519.4075,0.1473866731139987
0,0,520.3718,0.16771925290292952
0,0,522.3002,0.20783278405898248
0,0,523.2645,0.34991673115345534
0,0,525.1929,0.43781269664002304
0,0,526.1572,0.4628230220403313
0,0,528.0856,0.40884586393846295
0,0,529.0499,0.45412060814454613
0,0,530.9783,0.5860057699921203
0,0,531.9426,0.7438491704475926
0,0,533.871,0.6836852142700877
0,0,534.8353,0.5646412646210108
0,0,536.7637,0.6389842904338173
0,0,537.728,0.7961413256403148
0,0,539.6564,0.7381854682891883
0,0,540.6207,0.5296350517841248
0,0,542.5491,0.4945099535115034
0,0,543.5134,0.5363386052204214
0,0,545.4418,0.5405931186805839
0,0,546.4061,0.48133427695380526
0,0,548.3345,0.44457331508547354
0,0,549.2988,0.3618718505709433
0,0,551.2272,0.34647063865629013
0,0,552.1915,0.43616732220945426
0,0,554.1199,0.4859486169994576
0,0,555.0842,0.4682124951269737
0,0,557.0126,0.4291673477533917
0,0,557.9769,0.43946599676630776
0,0,559.9053,0.47577994939627677
0,0,560.8696,0.39236041684990813
0,0,562.798,0.27218467785263756
0,0,563.7623,0.18914716383976293
0,0,565.6907,0.24728372705320623
0,0,566.655,0.23941509634670743
0,0,568.5834,0.10770429980487883
0,0,569.5477,-0.11591761967306796
0,0,571.4761,-0.10094598046620316
0,0,572.4404,-0.017401221927528052
0,0,574.3688,-0.0743996552362019
0,0,575.3331,-0.2546315609492464
0,0,577.2615,-0.29230397782487777
0,0,578.2258,-0.28100193573435955
0,0,580.1542,-0.25637996942411867
0,0,581.1185,-0.1857842125456731
0,0,583.0469,-0.1662093292671591
0,0,584.0112,-0.17650322286264644
0,0,585.9396,-0.1905253637227756
0,0,586.9039,-0.21098316950401402
0,0,588.8323,-0.23223354485681683
0,0,589.7966,-0.37451880462246806
0,0,591.725,-0.43554190621554967
0,0,592.6893,-0.35660514716595354
0,0,594.6177,-0.25931089169976634
0,0,595.582,-0.16666426420123767
0,0,597.5104,-0.16847766338097864
0,0,598.4747,-0.16722857373619204
0,0,600.4031,-0.16012873551411105
0,0,601.3674,-0.20989100863439758
0,0,603.2958,-0.278074183736998
0,0,604.2601,-0.3581316361607881
0,0,606.1885,-0.3501092469574065
0,0,607.1528,-0.2973415500217451
0,0,609.0812,-0.26283465601494477
0,0,610.0455,-0.19662497914554047
0,0,611.9739,-0.18089722856740362
0,0,612.9382,-0.1631246484946274
0,0,614.8666,-0.14386203762731006
0,0,615.8309,-0.08440505350764034
0,0,617.7593,-0.020138757227713282
0,0,618.7236,0.1735541500887921
0,0,620.652,0.25401422785493666
0,0,621.6163,0.366649459948337
0,0,623.5447,0.41411169617194143
0,0,624.509,0.5271305319379793
0,0,626.4375,0.5444561027723929
0,0,627.4017,0.36444294626109996
0,0,629.3302,0.25205341073488396
0,0,630.2944,0.12057879992538127
0,0,632.2229,0.08872067342675084
0,0,633.1871,0.0362430569542843
0,0,635.1156,0.018453040350933755
0,0,636.0798,0.0590658903370724
0,0,638.0083,0.12103849027688963
0,0,638.9725,0.17512343784049128
0,0,640.901,0.15074399781914857
0,0,641.8652,0.14854223954934134
0,0,643.7937,0.18423006221777344
0,0,644.7579,0.23377992669287959
0,0,646.6864,0.2261585776927099
0,0,647.6506,0.22180420046653115
0,0,649.5791,0.257740889980436
0,0,650.5433,0.3483030595057491
0,0,652.4718,0.3562097335516815
0,0,653.436,0.3158536761067304
0,0,655.3645,0.3218312358154749
0,0,656.3287,0.38800603962373054
0,0,658.2572,0.42369703257044883
0,0,659.2214,0.5104548681522494
0,0,661.1499,0.5424366355040438
0,0,662.1141,0.5456655639385999
0,0,664.0426,0.5774412632017885
0,0,665.0068,0.7752380957598562
0,0,666.9353,0.8824727587926131
0,0,667.8995,1.0518480465143596
0,0,669.828,1.1257567442019456
0,0,670.7922,1.2536806433308383
0,0,672.7207,1.3167438190011271
0,0,673.6849,1.4515805099332106
0,0,675.6134,1.534326358343748
0,0,676.5776,1.8025271459439436
0,0,678.5061,1.9823310640883423
0,0,679.4703,2.275195031616501
0,0,681.3988,2.3665164827913734
0,0,682.363,2.6834492030688217
0,0,684.2915,2.9566067207695843
0,0,685.2557,3.486521906596289
0,0,687.1842,3.7939073338146616
0,0,688.1484,4.224342357296802
0,0,690.0769,4.307551066337136
0,0,691.0411,4.3510504547029125
0,0,692.9696,4.366866973073065
0,0,693.9338,4.281042784446569
0,0,695.8623,4.0980923651030565
0,0,696.8265,3.4898205811531424
0,0,698.755,3.1585803949698033
0,0,699.7192,2.420669591338131
0,0,701.6477,2.1239347140224476
0,0,702.6119,1.7165983381339998
0,0,704.5404,1.5279778760755127
0,0,705.5046,1.1427954048514517
0,0,707.4331,0.979120277488404
0,0,708.3973,0.7782831480538095
0,0,710.3258,0.673887469226401
0,0,711.29,0.35655529388488433
0,0,713.2185,0.19866433925511662
0,0,714.1827,-0.01780860268731229
0,0,716.1112,-0.10602635141993508
0,0,717.0754,-0.37770334916101594
0,0,719.0039,-0.498589230494409
0,0,719.9681,-0.3972639661872429
0,0,721.8966,-0.23777360616205712
0,0,722.8608,-0.20861180134589097
0,0,724.7893,-0.34186493827398595
0,0,725.7535,-0.5640887650276908
0,0,727.682,-0.6439892886763108
0,0,728.6462,-0.6883731846839558
0,0,730.5747,-0.6059602154934745
0,0,731.5389,-0.5333814495469733
0,0,733.4674,-0.6161272979575118
0,0,734.4316,-0.755250205132618
0,0,736.3601,-0.7602243717637602
0,0,737.3243,-0.792231501341845
0,0,739.2528,-0.8982788951563967
0,0,740.217,-1.068695619295178
0,0,742.1455,-0.987360544722026
0,0,743.1097,-0.7158896150695521
0,0,745.0382,-0.7470391843712036
0,0,746.0024,-1.076499259296808
0,0,747.9309,-1.13180476400062
0,0,748.8951,-0.9488273972916742
0,0,750.8236,-0.8647199143571872
0,0,751.7878,-0.7499082862202688
0,0,753.7163,-0.7142030270212624
0,0,754.6805,-0.6633882215099378
0,0,756.609,-0.6695449019418555
0,0,757.5732,-0.8484722381401031
0,0,759.5017,-0.9151669675873049
0,0,760.4659,-0.8296502959545761
0,0,762.3944,-0.7514950105025423
0,0,763.3586,-0.628448584517063
0,0,765.2871,-0.592931956876088
0,0,766.2513,-0.6257839656174612
0,0,768.1798,-0.6758426597575115
0,0,769.144,-0.7391214143512681
0,0,771.0725,-0.7656296962418345
0,0,772.0367,-0.9497340968815452
0,0,773.9652,-1.0932779571268414
0,0,774.9294,-1.2283191310083872
0,0,776.8579,-1.2080689784548995
0,0,777.8221,-1.1431337534565709
0,0,779.7506,-1.1098664382596986
0,0,780.7148,-1.0745083245330365
0,0,782.6433,-1.0785662807394503
0,0,783.6075,-1.1083431195431501
0,0,785.536,-1.1403407382863764
0,0,786.5002,-1.183324956430637
0,0,788.4287,-1.1727504932068156
0,0,789.3929,-1.1223240467855584
0,0,791.3215,-1.078320584172265
0,0,792.2857,-1.009045248200047
0,0,794.2142,-1.0092925299063749
0,0,795.1784,-1.063843508378057
0,0,797.1069,-1.125183637799765
0,0,798.0711,-1.2515826330729658
0,0,799.9996,-1.235569557449064
0,0,800.9638,-1.054462654929012
0,0,802.8923,-0.9730356422855586
0,0,803.8565,-0.8553010175687084
0,0,805.785,-0.8634201002598213
0,0,806.7492,-1.115544406670391
0,0,808.6777,-1.201682452847227
0,0,809.6419,-1.1341888132718874
0,0,811.5704,-1.0921223906914987
0,0,812.5346,-1.0948852882179754
0,0,814.4631,-1.1075917635893069
0,0,815.4273,-1.1532469411897415
0,0,817.3558,-1.1540664581267397
0,0,818.32,-0.9500669761016024
0,0,820.2485,-0.8284360793709382
0,0,821.2127,-0.8682864774292303
0,0,823.1412,-0.9792715796746331
0,0,824.1054,-1.1438201187055468
0,0,826.0339,-1.1972187010201725
0,0,826.9981,-1.1742706416450768
0,0,828.9266,-1.0979049782856385
0,0,829.8908,-0.972850181005812
0,0,831.8193,-0.9190933572448389
0,0,832.7835,-0.9502793847467816
0,0,834.712,-1.0528965374556
0,0,835.6762,-1.1491002171913134
0,0,837.6047,-1.1079373239225085
0,0,838.5689,-1.0053550442748398
0,0,840.4974,-0.9669819958979444
0,0,841.4616,-0.9334071637073043
0,0,843.3901,-0.9484517193147525
0,0,844.3543,-0.9812926320821236
0,0,846.2828,-0.977210898788563
0,0,847.247,-0.9342948416274574
0,0,849.1755,-0.8762930152411812
0,0,850.1397,-0.7709319866756041
0,0,852.0682,-0.8412027900297084
0,0,853.0324,-1.0859974130424437
0,0,854.9609,-1.0812974754830633
0,0,855.9251,-0.8953305363501747
0,0,857.8536,-0.8379580102037205
0,0,858.8178,-0.8066832149097625
0,0,860.7463,-0.8313020109417172
0,0,861.7105,-0.9533735763541717
0,0,863.639,-0.9951768658368005
0,0,864.6032,-1.0149483063690632
0,0,866.5317,-0.9698748748341572
0,0,867.4959,-0.7184385188117057
0,0,869.4244,-0.6493771766238107
0,0,870.3886,-0.8113023103728435
0,0,872.3171,-0.8787705877218939
0,0,873.2813,-0.7330154583719309
0,0,875.2098,-0.66181417834081
0,0,876.174,-0.7647008047039594
0,0,878.1025,-0.8441289568879263
0,0,879.0667,-0.9419320420190588
0,0,880.9952,-0.9529693658726737
0,0,881.9594,-0.8205515972730087
0,0,883.8879,-0.7324749259241231
0,0,884.8521,-0.7442651908707262
0,0,886.7806,-0.8079227937196906
0,0,887.7448,-0.8486640399764219
0,0,889.6733,-0.8291763393507795
0,0,890.6375,-0.7139605007323631
0,0,892.566,-0.6184431862456246
0,0,893.5302,-0.5730574822995219
0,0,895.4587,-0.6448595300658895
0,0,896.4229,-0.613151991785857
0,0,898.3514,-0.4513980530642814
0,0,899.3156,-0.33676871592882224
0,0,901.2441,-0.45692543325637597
0,0,902.2083,-0.5908617651551595
0,0,904.1368,-0.5647370869372319
0,0,905.101,-0.5555940043596562
0,0,907.0295,-0.6203992479482474
0,0,907.9937,-0.687450633702654
0,0,909.9222,-0.6520180184362647
0,0,910.8864,-0.5246996424600496
0,0,912.8149,-0.4079557297076549
0,0,913.7791,-0.23601727199146894
0,0,915.7076,-0.2676312870620564
0,0,916.6718,-0.43227334930241507
0,0,918.6003,-0.5007402643116369
0,0,919.5645,-0.5902324649153377
0,0,921.493,-0.5824066329657035
0,0,922.4572,-0.49255777605479895
0,0,924.3857,-0.48574484801762546
0,0,925.3499,-0.5489998255242354
0,0,927.2784,-0.5447468972032166
0,0,928.2426,-0.4508987342341946
0,0,930.1711,-0.3977759661304731
0,0,931.1353,-0.2658511758043216
0,0,933.0638,-0.21525036407731998
0,0,934.028,-0.1464759320743313
0,0,935.9565,-0.13000792151635196
0,0,936.9207,-0.1308115870619195
0,0,938.8492,-0.14786292882457008
0,0,939.8134,-0.25009647786075084
0,0,941.7419,-0.28395663509715496
0,0,942.7061,-0.2641677580343169
0,0,944.6346,-0.25577761654972947
0,0,945.5988,-0.27195554664451627
0,0,947.5273,-0.2880415386690005
0,0,948.4915,-0.3444106717378535
0,0,950.42,-0.368921678308075
0,0,951.3842,-0.3949258859511249
0,0,953.3127,-0.3925085487578522
0,0,954.2769,-0.30730097925803285
0,0,956.2054,-0.2699012063150196
0,0,957.1697,-0.3787907546132038
0,0,959.0981,-0.45565256652444275
0,0,960.0624,-0.37609918834816813
0,0,961.9908,-0.28538326032597217
0,0,962.9551,-0.3179277520735773
0,0,964.8835,-0.38877871635406674
0,0,965.8478,-0.34214075248489034
0,0,967.7762,-0.2570378021685181
0,0,968.7405,-0.1769423064052932
0,0,970.6689,-0.17847672109584367
0,0,971.6332,-0.20179570303043134
0,0,973.5616,-0.2195952304686403
0,0,974.5259,-0.2499664964510146
0,0,976.4543,-0.26456087254181404
0,0,977.4186,-0.3391923936786683
0,0,979.347,-0.40147409575139603
0,0,980.3113,-0.37278149212159667
0,0,982.2397,-0.2554479076079585
0,0,983.204,-0.06781023181820975
0,0,985.1324,-0.022771673344452504
0,0,986.0967,-0.07096465871303877
0,0,988.0251,-0.19612249003716864
0,0,988.9894,-0.330910041655813
0,0,990.9178,-0.25845174628418965
0,0,991.8821,-0.15339664957323806
0,0,993.8105,-0.2114507855512372
0,0,994.7748,-0.30273736366496096
0,0,996.7032,-0.25781927576608155
0,0,997.6675,-0.13983261392547253
0,0,999.5959,-0.10564591802558472
0,0,1000.56,-0.06798301198481171
0,0,1002.489,-0.06564651688783732
0,0,1003.453,-0.09058075560927484
0,0,1005.381,-0.11671811494034824
0,0,1006.346,-0.18179917273984378
0,0,1008.274,-0.23462234954551425
0,0,1009.238,-0.29529513538796437
0,0,1011.167,-0.22782527289977145
0,0,1012.131,-0.03375034704977207
0,0,1014.059,-0.0017352917759714934
0,0,1015.024,-0.04337055650942925
0,0,1016.952,-0.09990454404916721
0,0,1017.916,-0.2418743611253345
0,0,1019.845,-0.2931282501793058
0,0,1020.809,-0.34370686995830335
0,0,1022.738,-0.31396014879832235
0,0,1023.702,-0.18056434934734536
0,0,1025.63,-0.17791082642174566
0,0,1026.594,-0.3083218088662083
0,0,1028.523,-0.36705438439746735
0,0,1029.487,-0.44061593661270926
0,0,1031.416,-0.44905046199330495
0,0,1032.38,-0.4082790980928536
0,0,1034.308,-0.3648209233447976
0,0,1035.273,-0.2319513900893402
0,0,1037.201,-0.18064994686107455
0,0,1038.165,-0.13436071360338706
0,0,1040.094,-0.12000727866234329
0,0,1041.058,-0.0952965445600871
0,0,1042.986,-0.09294736834996814
0,0,1043.951,-0.11619343388397231
0,0,1045.879,-0.12868274519269463
0,0,1046.843,-0.1504609718801606
0,0,1048.772,-0.14932601225367959
0,0,1049.736,-0.0975807300653385
0,0,1051.665,-0.07250858423844767
0,0,1052.629,-0.07144971129083738
0,0,1054.557,-0.07512564896375619
0,0,1055.521,-0.023045902416214344
0,0,1057.45,-0.014389457555579858
0,0,1058.414,-0.15065277371647942
0,0,1060.343,-0.2169940171347636
0,0,1061.307,-0.2166706487495649
0,0,1063.235,-0.1855702187613513
0,0,1064.2,-0.11370635056840117
0,0,1066.128,-0.07411908560786777
0,0,1067.092,0.01717858847985691
0,0,1069.021,0.06502125809781172
0,0,1069.985,0.16955959944810436
0,0,1071.913,0.20983798507504114
0,0,1072.878,0.1932669404727583
0,0,1074.806,0.1579341889723874
0,0,1075.77,0.09440498239401557
0,0,1077.699,0.07724902144791787
0,0,1078.663,0.17404712836230551
0,0,1080.592,0.25981900739707925
0,0,1081.556,0.31016144144375085
0,0,1083.484,0.28476592723166133
0,0,1084.448,0.21093965677951715
0,0,1086.377,0.16369299947937926
0,0,1087.341,0.07595079248969441
0,0,1089.27,0.04149462293547455
0,0,1090.234,0.09410539109596461
0,0,1092.162,0.17765807533035563
0,0,1093.127,0.233201350905637
0,0,1095.055,0.20178072281051082
0,0,1096.019,0.13734640178141272
0,0,1097.948,0.1068071110498662
0,0,1098.912,0.18028148061223642
0,0,1100.84,0.2946445143716485
0,0,1101.805,0.35034471872210005
0,0,1103.733,0.27196592865088604
0,0,1104.697,0.13930721890146427
0,0,1106.626,0.09024399214329927
0,0,1107.59,0.0576408502473977
0,0,1109.519,0.08503681005811724
0,0,1110.483,0.11081592794284327
0,0,1112.411,0.10320726005581814
0,0,1113.375,0.046582919584922375
0,0,1115.304,-0.01597301155956721
0,0,1116.268,-0.048569812898896496
0,0,1118.197,0.008366799983197044
0,0,1119.161,0.05372872684215299
0,0,1121.089,0.015365189300115939
0,0,1122.054,-0.04034928130262264
0,0,1123.982,-0.042065986994633514
0,0,1124.946,-0.04249714484156437
0,0,1126.875,-0.043359460535427205
0,0,1127.839,-0.05077791172527602
0,0,1129.767,-0.06005097571258789
0,0,1130.732,-0.07684552493405208
0,0,1132.66,-0.0930614983682737
0,0,1133.624,-0.08453662005652023
0,0,1135.553,-0.033178111819101776
0,0,1136.517,0.0381040103083185
0,0,1138.446,0.02514708295237304
0,0,1139.41,0.02397883540388584
0,0,1141.338,0.06564263264191887
0,0,1142.302,0.13134189470723542
0,0,1144.231,0.14814278448527188
0,0,1145.195,0.10115609000460764
0,0,1147.124,-0.010759488917811772
0,0,1148.088,-0.1388656790481637
0,0,1150.016,-0.05114883428476908
0,0,1150.981,0.05761865829939472
0,0,1152.909,-0.0506653668461141
0,0,1153.873,-0.2161412122757592
0,0,1155.802,-0.16238280337564243
0,0,1156.766,-0.0009633290132676025
0,0,1158.694,0.06452986496344194
0,0,1159.659,0.13956876686008154
0,0,1161.587,0.1219990845976262
0,0,1162.551,0.10765357535229833
0,0,1164.48,0.16900163046972227
0,0,1165.444,0.2808902620267089
0,0,1167.373,0.28148785948366833
0,0,1168.337,0.2139942199083288
0,0,1170.265,0.14880220236881384
0,0,1171.229,0.026767095156651568
0,0,1173.158,-0.014475055069309026
0,0,1174.122,-0.022804961266458666
0,0,1176.051,0.03148446924660746
0,0,1177.015,0.1767069918444775
0,0,1178.943,0.26270237549843256
0,0,1179.908,0.36018050710522265
0,0,1181.836,0.29562730064039033
0,0,1182.8,0.131054984522329
0,0,1184.729,0.12209102266792765
0,0,1185.693,0.1773981125108831
0,0,1187.621,0.2192426156112329
0,0,1188.586,0.2936141739286146
0,0,1190.514,0.30439787551932923
